eluts_key,Name,Value000,Value010
1,"Audit Table","eaccessionlots","AcqAccessionNumbersAllocated"
2,"Audit Table","eaccessionlots","AcqAcquisitionIdentifier"
3,"Audit Table","eaccessionlots","AcqAcquisitionMethod"
4,"Audit Table","eaccessionlots","AcqAcquisitionRemarks"
5,"Audit Table","eaccessionlots","AcqAuthorisedByLocal"
6,"Audit Table","eaccessionlots","AcqAuthorisedByRef"
7,"Audit Table","eaccessionlots","AcqAuthorisedByRefLocal"
8,"Audit Table","eaccessionlots","AcqCreditLine"
9,"Audit Table","eaccessionlots","AcqDateAuthorised"
10,"Audit Table","eaccessionlots","AcqDateOwnership"
11,"Audit Table","eaccessionlots","AcqDateOwnershipLower"
12,"Audit Table","eaccessionlots","AcqDateOwnershipLowerOrig"
13,"Audit Table","eaccessionlots","AcqDateOwnershipUpper"
14,"Audit Table","eaccessionlots","AcqDateOwnershipUpperOrig"
15,"Audit Table","eaccessionlots","AcqDateReceived"
16,"Audit Table","eaccessionlots","AcqDateReceivedLower"
17,"Audit Table","eaccessionlots","AcqDateReceivedLowerOrig"
18,"Audit Table","eaccessionlots","AcqDateReceivedUpper"
19,"Audit Table","eaccessionlots","AcqDateReceivedUpperOrig"
20,"Audit Table","eaccessionlots","AcqFullNameLocal"
21,"Audit Table","eaccessionlots","AcqMeetingDate"
22,"Audit Table","eaccessionlots","AcqMeetingTitle"
23,"Audit Table","eaccessionlots","AcqPartyTypeLocal"
24,"Audit Table","eaccessionlots","AcqRestrictionsProvisosLocal"
25,"Audit Table","eaccessionlots","AcqRestrictionsProvisosRef_tab"
26,"Audit Table","eaccessionlots","AcqRestrictionsProvisosRefLocal"
27,"Audit Table","eaccessionlots","AcqSourceBriefLocal_tab"
28,"Audit Table","eaccessionlots","AcqSourceLocal_tab"
29,"Audit Table","eaccessionlots","AcqSourceRef_tab"
30,"Audit Table","eaccessionlots","AcqSourceRefLocal0"
31,"Audit Table","eaccessionlots","AcqSourceRole_tab"
32,"Audit Table","eaccessionlots","AdmDateInserted"
33,"Audit Table","eaccessionlots","AdmDateModified"
34,"Audit Table","eaccessionlots","AdmInsertedBy"
35,"Audit Table","eaccessionlots","AdmModifiedBy"
36,"Audit Table","eaccessionlots","AdmPublishWebNoPassword"
37,"Audit Table","eaccessionlots","AdmPublishWebNoPasswordFlag"
38,"Audit Table","eaccessionlots","AdmPublishWebPassword"
39,"Audit Table","eaccessionlots","AdmPublishWebPasswordFlag"
40,"Audit Table","eaccessionlots","AdmTimeInserted"
41,"Audit Table","eaccessionlots","AdmTimeModified"
42,"Audit Table","eaccessionlots","ExtendedData"
43,"Audit Table","eaccessionlots","irn"
44,"Audit Table","eaccessionlots","LotCollectionEventRef"
45,"Audit Table","eaccessionlots","LotCollectionEventRefLocal"
46,"Audit Table","eaccessionlots","LotCollEventExpeditionNameLocal"
47,"Audit Table","eaccessionlots","LotDepartment"
48,"Audit Table","eaccessionlots","LotDescription"
49,"Audit Table","eaccessionlots","LotInstitution"
50,"Audit Table","eaccessionlots","LotLotNumber"
51,"Audit Table","eaccessionlots","LotObjectType_tab"
52,"Audit Table","eaccessionlots","LotQuantity_tab"
53,"Audit Table","eaccessionlots","LotTotal"
54,"Audit Table","eaccessionlots","MulHasMultiMedia"
55,"Audit Table","eaccessionlots","MulMultiMediaRef_tab"
56,"Audit Table","eaccessionlots","NotNotes"
57,"Audit Table","eaccessionlots","PurActualPurchasePrice"
58,"Audit Table","eaccessionlots","PurAmount_tab"
59,"Audit Table","eaccessionlots","PurDateValued"
60,"Audit Table","eaccessionlots","PurFundRef_tab"
61,"Audit Table","eaccessionlots","PurInitialValuation"
62,"Audit Table","eaccessionlots","PurPurchaseNotes"
63,"Audit Table","eaccessionlots","PurPurchaseOrderNumber"
64,"Audit Table","eaccessionlots","PurPurchasePrice"
65,"Audit Table","eaccessionlots","PurValuedByRef"
66,"Audit Table","eaccessionlots","SecCanDelete_tab"
67,"Audit Table","eaccessionlots","SecCanDisplay_tab"
68,"Audit Table","eaccessionlots","SecCanEdit_tab"
69,"Audit Table","eaccessionlots","SecDepartment_tab"
70,"Audit Table","eaccessionlots","SecRecordStatus"
71,"Audit Table","eaccessionlots","SummaryData"
72,"Audit Table","eaccessionlots","SumNmnhControlledBy"
73,"Audit Table","eaccessionlots","TasCommencementDate0"
74,"Audit Table","eaccessionlots","TasCompleted_tab"
75,"Audit Table","eaccessionlots","TasCompletionDate0"
76,"Audit Table","eaccessionlots","TasDescription_tab"
77,"Audit Table","eaccessionlots","TasEndNotifyDate0"
78,"Audit Table","eaccessionlots","TasPersonAssignedToRef_nesttab"
79,"Audit Table","eaccessionlots","TasResults_tab"
80,"Audit Table","eaccessionlots","TasStartNotifyDate0"
81,"Audit Table","eaccessionlots","TasTaskAssignerRef_tab"
82,"Audit Table","eaccessionlots","TaxDateSubmitted"
83,"Audit Table","eaccessionlots","TaxReceiptValue"
84,"Audit Table","eaccessionlots","TaxTaxReceiptRequested"
85,"Audit Table","eaccessionlots",""
86,"Audit Table","ebibliography","AdmDateInserted"
87,"Audit Table","ebibliography","AdmDateModified"
88,"Audit Table","ebibliography","AdmGUIDIsPreferred_tab"
89,"Audit Table","ebibliography","AdmGUIDType_tab"
90,"Audit Table","ebibliography","AdmGUIDValue_tab"
91,"Audit Table","ebibliography","AdmImportIdentifier"
92,"Audit Table","ebibliography","AdmInsertedBy"
93,"Audit Table","ebibliography","AdmModifiedBy"
94,"Audit Table","ebibliography","AdmOriginalData"
95,"Audit Table","ebibliography","AdmPublishWebNoPassword"
96,"Audit Table","ebibliography","AdmPublishWebNoPasswordFlag"
97,"Audit Table","ebibliography","AdmPublishWebPassword"
98,"Audit Table","ebibliography","AdmPublishWebPasswordFlag"
99,"Audit Table","ebibliography","AdmSystemIdentifier"
100,"Audit Table","ebibliography","AdmTimeInserted"
101,"Audit Table","ebibliography","AdmTimeModified"
102,"Audit Table","ebibliography","AdmWebMetadata"
103,"Audit Table","ebibliography","AerFilled"
104,"Audit Table","ebibliography","ArcAuthorsLocal_tab"
105,"Audit Table","ebibliography","ArcAuthorsRef_tab"
106,"Audit Table","ebibliography","ArcAuthorsRefLocal0"
107,"Audit Table","ebibliography","ArcFilled"
108,"Audit Table","ebibliography","ArcLocationLocal"
109,"Audit Table","ebibliography","ArcLocationRef"
110,"Audit Table","ebibliography","ArcLocationRefLocal0"
111,"Audit Table","ebibliography","ArcPublicationLanguage"
112,"Audit Table","ebibliography","ArcResourceDate"
113,"Audit Table","ebibliography","ArcResourceType"
114,"Audit Table","ebibliography","ArcRole_tab"
115,"Audit Table","ebibliography","ArcTitle"
116,"Audit Table","ebibliography","ArtAuthorsEtAl"
117,"Audit Table","ebibliography","ArtAuthorsFullNameLocal_tab"
118,"Audit Table","ebibliography","ArtAuthorsLocal_tab"
119,"Audit Table","ebibliography","ArtAuthorsRef_tab"
120,"Audit Table","ebibliography","ArtAuthorsRefLocal0"
121,"Audit Table","ebibliography","ArtFiguresPlates"
122,"Audit Table","ebibliography","ArtFilled"
123,"Audit Table","ebibliography","ArtIssue"
124,"Audit Table","ebibliography","ArtIssuePages"
125,"Audit Table","ebibliography","ArtPages"
126,"Audit Table","ebibliography","ArtPagesFlag"
127,"Audit Table","ebibliography","ArtParentLocal"
128,"Audit Table","ebibliography","ArtParentRef"
129,"Audit Table","ebibliography","ArtPublicationDate"
130,"Audit Table","ebibliography","ArtPublicationDates"
131,"Audit Table","ebibliography","ArtPublicationLanguage"
132,"Audit Table","ebibliography","ArtRole_tab"
133,"Audit Table","ebibliography","ArtSourceRef"
134,"Audit Table","ebibliography","ArtSourceRefLocal"
135,"Audit Table","ebibliography","ArtTitle"
136,"Audit Table","ebibliography","ArtVolume"
137,"Audit Table","ebibliography","AucFilled"
138,"Audit Table","ebibliography","BibAbbreviatedTitle"
139,"Audit Table","ebibliography","BibAbbreviatedTitleSource"
140,"Audit Table","ebibliography","BibAuthors_tab"
141,"Audit Table","ebibliography","BibAuthorsEtAl"
142,"Audit Table","ebibliography","BibCitingText"
143,"Audit Table","ebibliography","BibEdition"
144,"Audit Table","ebibliography","BibFiguresPlates"
145,"Audit Table","ebibliography","BibFormat"
146,"Audit Table","ebibliography","BibISBN"
147,"Audit Table","ebibliography","BibISSN"
148,"Audit Table","ebibliography","BibIssue"
149,"Audit Table","ebibliography","BibIssuePages"
150,"Audit Table","ebibliography","BibLastAccessDate"
151,"Audit Table","ebibliography","BibLocation"
152,"Audit Table","ebibliography","BibOrganisation"
153,"Audit Table","ebibliography","BibPages"
154,"Audit Table","ebibliography","BibPagesFlag"
155,"Audit Table","ebibliography","BibParentageRef_tab"
156,"Audit Table","ebibliography","BibParentRef"
157,"Audit Table","ebibliography","BibProducedBy"
158,"Audit Table","ebibliography","BibProductionPlace"
159,"Audit Table","ebibliography","BibPublicationCity"
160,"Audit Table","ebibliography","BibPublicationDate"
161,"Audit Table","ebibliography","BibPublicationDates"
162,"Audit Table","ebibliography","BibPublishedBy"
163,"Audit Table","ebibliography","BibRecordType"
164,"Audit Table","ebibliography","BibReference"
165,"Audit Table","ebibliography","BibReferenceType"
166,"Audit Table","ebibliography","BibRefType_tab"
167,"Audit Table","ebibliography","BibRefValue_tab"
168,"Audit Table","ebibliography","BibResourceType"
169,"Audit Table","ebibliography","BibRole_tab"
170,"Audit Table","ebibliography","BibScale"
171,"Audit Table","ebibliography","BibThesisType"
172,"Audit Table","ebibliography","BibTitle"
173,"Audit Table","ebibliography","BibTypeCode"
174,"Audit Table","ebibliography","BibVolume"
175,"Audit Table","ebibliography","BooAbbreviatedTitle"
176,"Audit Table","ebibliography","BooAbbreviatedTitleSource"
177,"Audit Table","ebibliography","BooAuthorsEtAl"
178,"Audit Table","ebibliography","BooAuthorsFullNameLocal_tab"
179,"Audit Table","ebibliography","BooAuthorsLocal_tab"
180,"Audit Table","ebibliography","BooAuthorsRef_tab"
181,"Audit Table","ebibliography","BooAuthorsRefLocal0"
182,"Audit Table","ebibliography","BooEdition"
183,"Audit Table","ebibliography","BooFiguresPlates"
184,"Audit Table","ebibliography","BooFilled"
185,"Audit Table","ebibliography","BooISBN"
186,"Audit Table","ebibliography","BooPages"
187,"Audit Table","ebibliography","BooParentRef"
188,"Audit Table","ebibliography","BooPublicationCity"
189,"Audit Table","ebibliography","BooPublicationDate"
190,"Audit Table","ebibliography","BooPublicationDates"
191,"Audit Table","ebibliography","BooPublicationLanguage"
192,"Audit Table","ebibliography","BooPublishedByLocal"
193,"Audit Table","ebibliography","BooPublishedByRef"
194,"Audit Table","ebibliography","BooPublishedByRefLocal"
195,"Audit Table","ebibliography","BooRole_tab"
196,"Audit Table","ebibliography","BooSourceRef"
197,"Audit Table","ebibliography","BooSourceRefLocal"
198,"Audit Table","ebibliography","BooTitle"
199,"Audit Table","ebibliography","BooVolume"
200,"Audit Table","ebibliography","BosAbbreviatedTitle"
201,"Audit Table","ebibliography","BosAuthorsLocal_tab"
202,"Audit Table","ebibliography","BosAuthorsRef_tab"
203,"Audit Table","ebibliography","BosAuthorsRefLocal0"
204,"Audit Table","ebibliography","BosFilled"
205,"Audit Table","ebibliography","BosISBN"
206,"Audit Table","ebibliography","BosPages"
207,"Audit Table","ebibliography","BosParentRef"
208,"Audit Table","ebibliography","BosPublicationCity"
209,"Audit Table","ebibliography","BosPublicationDates"
210,"Audit Table","ebibliography","BosPublicationLanguage"
211,"Audit Table","ebibliography","BosPublishedByLocal"
212,"Audit Table","ebibliography","BosPublishedByRef"
213,"Audit Table","ebibliography","BosPublishedByRefLocal"
214,"Audit Table","ebibliography","BosRole_tab"
215,"Audit Table","ebibliography","BosSourceRef"
216,"Audit Table","ebibliography","BosSourceRefLocal"
217,"Audit Table","ebibliography","BosTitle"
218,"Audit Table","ebibliography","BosVolumeRange"
219,"Audit Table","ebibliography","BucAbbreviatedTitle_tab"
220,"Audit Table","ebibliography","BucAbbreviatedTitleSource_tab"
221,"Audit Table","ebibliography","BucAuthorsLocal_tab"
222,"Audit Table","ebibliography","BucAuthorsRef_tab"
223,"Audit Table","ebibliography","BucEdition_tab"
224,"Audit Table","ebibliography","BucFiguresPlates_tab"
225,"Audit Table","ebibliography","BucISBN_tab"
226,"Audit Table","ebibliography","BucIssue_tab"
227,"Audit Table","ebibliography","BucLastAccessDate0"
228,"Audit Table","ebibliography","BucPages_tab"
229,"Audit Table","ebibliography","BucPagesFlag_tab"
230,"Audit Table","ebibliography","BucParentLocal_tab"
231,"Audit Table","ebibliography","BucParentRef_tab"
232,"Audit Table","ebibliography","BucProducedByLocal_tab"
233,"Audit Table","ebibliography","BucProducedByRef_tab"
234,"Audit Table","ebibliography","BucProductionDate0"
235,"Audit Table","ebibliography","BucPublicationCity_tab"
236,"Audit Table","ebibliography","BucPublicationDate0"
237,"Audit Table","ebibliography","BucPublicationDates_tab"
238,"Audit Table","ebibliography","BucPublicationLanguage_tab"
239,"Audit Table","ebibliography","BucPublishedByLocal_tab"
240,"Audit Table","ebibliography","BucPublishedByRef_tab"
241,"Audit Table","ebibliography","BucRefType_tab"
242,"Audit Table","ebibliography","BucRefValue_tab"
243,"Audit Table","ebibliography","BucRole_tab"
244,"Audit Table","ebibliography","BucSourceRef_tab"
245,"Audit Table","ebibliography","BucTitle_tab"
246,"Audit Table","ebibliography","BucVolume_tab"
247,"Audit Table","ebibliography","BucVolumeRange_tab"
248,"Audit Table","ebibliography","CatAbbreviatedTitle"
249,"Audit Table","ebibliography","CatAuthorsEtAl"
250,"Audit Table","ebibliography","CatAuthorsLocal_tab"
251,"Audit Table","ebibliography","CatAuthorsRef_tab"
252,"Audit Table","ebibliography","CatAuthorsRefLocal0"
253,"Audit Table","ebibliography","CatFilled"
254,"Audit Table","ebibliography","CatPages"
255,"Audit Table","ebibliography","CatParentRef"
256,"Audit Table","ebibliography","CatPublicationCity"
257,"Audit Table","ebibliography","CatPublicationDate"
258,"Audit Table","ebibliography","CatPublicationLanguage"
259,"Audit Table","ebibliography","CatPublishedByLocal"
260,"Audit Table","ebibliography","CatPublishedByRef"
261,"Audit Table","ebibliography","CatPublishedByRefLocal"
262,"Audit Table","ebibliography","CatRole_tab"
263,"Audit Table","ebibliography","CatSourceRef"
264,"Audit Table","ebibliography","CatSourceRefLocal"
265,"Audit Table","ebibliography","CatTitle"
266,"Audit Table","ebibliography","CDRFilled"
267,"Audit Table","ebibliography","ChaAuthorsEtAl"
268,"Audit Table","ebibliography","ChaAuthorsLocal_tab"
269,"Audit Table","ebibliography","ChaAuthorsRef_tab"
270,"Audit Table","ebibliography","ChaAuthorsRefLocal0"
271,"Audit Table","ebibliography","ChaChapter"
272,"Audit Table","ebibliography","ChaFilled"
273,"Audit Table","ebibliography","ChaPages"
274,"Audit Table","ebibliography","ChaParentLocal"
275,"Audit Table","ebibliography","ChaParentRef"
276,"Audit Table","ebibliography","ChaPublicationDate"
277,"Audit Table","ebibliography","ChaPublicationDates"
278,"Audit Table","ebibliography","ChaPublicationLanguage"
279,"Audit Table","ebibliography","ChaRole_tab"
280,"Audit Table","ebibliography","ChaSourceRef"
281,"Audit Table","ebibliography","ChaSourceRefLocal"
282,"Audit Table","ebibliography","ChaTitle"
283,"Audit Table","ebibliography","ChaVolume"
284,"Audit Table","ebibliography","CitAuthorsLocal_tab"
285,"Audit Table","ebibliography","CitAuthorsRef_tab"
286,"Audit Table","ebibliography","CitAuthorsRefLocal0"
287,"Audit Table","ebibliography","CitCitingText"
288,"Audit Table","ebibliography","CitFiguresPlates"
289,"Audit Table","ebibliography","CitFilled"
290,"Audit Table","ebibliography","CitPages"
291,"Audit Table","ebibliography","CitParentLocal"
292,"Audit Table","ebibliography","CitParentRef"
293,"Audit Table","ebibliography","CitPublicationDate"
294,"Audit Table","ebibliography","CitPublicationDates"
295,"Audit Table","ebibliography","CitPublicationLanguage"
296,"Audit Table","ebibliography","CitRole_tab"
297,"Audit Table","ebibliography","CitSourceRef"
298,"Audit Table","ebibliography","CitSourceRefLocal"
299,"Audit Table","ebibliography","DigAuthorsLocal_tab"
300,"Audit Table","ebibliography","DigAuthorsRef_tab"
301,"Audit Table","ebibliography","DigAuthorsRefLocal0"
302,"Audit Table","ebibliography","DigEdition"
303,"Audit Table","ebibliography","DigFilled"
304,"Audit Table","ebibliography","DigFormat"
305,"Audit Table","ebibliography","DigProducedByLocal"
306,"Audit Table","ebibliography","DigProducedByRef"
307,"Audit Table","ebibliography","DigProducedByRefLocal0"
308,"Audit Table","ebibliography","DigProductionDate"
309,"Audit Table","ebibliography","DigPublicationLanguage"
310,"Audit Table","ebibliography","DigRole_tab"
311,"Audit Table","ebibliography","DigTitle"
312,"Audit Table","ebibliography","EleAbbreviatedTitle"
313,"Audit Table","ebibliography","EleAuthorsLocal_tab"
314,"Audit Table","ebibliography","EleAuthorsRef_tab"
315,"Audit Table","ebibliography","EleAuthorsRefLocal0"
316,"Audit Table","ebibliography","EleFilled"
317,"Audit Table","ebibliography","EleIdentifier"
318,"Audit Table","ebibliography","EleLastAccessDate"
319,"Audit Table","ebibliography","EleParentRef"
320,"Audit Table","ebibliography","ElePublicationDate"
321,"Audit Table","ebibliography","ElePublicationLanguage"
322,"Audit Table","ebibliography","ElePublishedByLocal"
323,"Audit Table","ebibliography","ElePublishedByRef"
324,"Audit Table","ebibliography","ElePublishedByRefLocal"
325,"Audit Table","ebibliography","EleReference"
326,"Audit Table","ebibliography","EleReferenceType"
327,"Audit Table","ebibliography","EleRefType_tab"
328,"Audit Table","ebibliography","EleRefValue_tab"
329,"Audit Table","ebibliography","EleRole_tab"
330,"Audit Table","ebibliography","EleSourceRef"
331,"Audit Table","ebibliography","EleSourceRefLocal"
332,"Audit Table","ebibliography","EleTitle"
333,"Audit Table","ebibliography","ExtendedData"
334,"Audit Table","ebibliography","IntFilled"
335,"Audit Table","ebibliography","IPPFilled"
336,"Audit Table","ebibliography","irn"
337,"Audit Table","ebibliography","JouAbbreviatedTitle"
338,"Audit Table","ebibliography","JouAbbreviatedTitleSource"
339,"Audit Table","ebibliography","JouAuthorsEtAl"
340,"Audit Table","ebibliography","JouAuthorsLocal_tab"
341,"Audit Table","ebibliography","JouAuthorsRef_tab"
342,"Audit Table","ebibliography","JouAuthorsRefLocal0"
343,"Audit Table","ebibliography","JouFilled"
344,"Audit Table","ebibliography","JouISSN"
345,"Audit Table","ebibliography","JouPages"
346,"Audit Table","ebibliography","JouPagesFlag"
347,"Audit Table","ebibliography","JouParentLocal"
348,"Audit Table","ebibliography","JouParentRef"
349,"Audit Table","ebibliography","JouPublicationCity"
350,"Audit Table","ebibliography","JouPublicationDate"
351,"Audit Table","ebibliography","JouPublicationDates"
352,"Audit Table","ebibliography","JouPublicationLanguage"
353,"Audit Table","ebibliography","JouPublishedByLocal"
354,"Audit Table","ebibliography","JouPublishedByRef"
355,"Audit Table","ebibliography","JouPublishedByRefLocal"
356,"Audit Table","ebibliography","JouRole_tab"
357,"Audit Table","ebibliography","JouSourceRef"
358,"Audit Table","ebibliography","JouSourceRefLocal"
359,"Audit Table","ebibliography","JouTitle"
360,"Audit Table","ebibliography","JouVolume"
361,"Audit Table","ebibliography","ManAuthorsLocal_tab"
362,"Audit Table","ebibliography","ManAuthorsRef_tab"
363,"Audit Table","ebibliography","ManAuthorsRefLocal0"
364,"Audit Table","ebibliography","ManFilled"
365,"Audit Table","ebibliography","ManPages"
366,"Audit Table","ebibliography","ManParentRef"
367,"Audit Table","ebibliography","ManPublicationLanguage"
368,"Audit Table","ebibliography","ManRole_tab"
369,"Audit Table","ebibliography","ManTitle"
370,"Audit Table","ebibliography","MapAuthorsLocal_tab"
371,"Audit Table","ebibliography","MapAuthorsRef_tab"
372,"Audit Table","ebibliography","MapAuthorsRefLocal0"
373,"Audit Table","ebibliography","MapEdition"
374,"Audit Table","ebibliography","MapFilled"
375,"Audit Table","ebibliography","MapFormat"
376,"Audit Table","ebibliography","MapMapComputed"
377,"Audit Table","ebibliography","MapPublicationCity"
378,"Audit Table","ebibliography","MapPublicationDate"
379,"Audit Table","ebibliography","MapPublishedByLocal"
380,"Audit Table","ebibliography","MapPublishedByRef"
381,"Audit Table","ebibliography","MapPublishedByRefLocal0"
382,"Audit Table","ebibliography","MapRole_tab"
383,"Audit Table","ebibliography","MapScale"
384,"Audit Table","ebibliography","MapTitle"
385,"Audit Table","ebibliography","MasFilled"
386,"Audit Table","ebibliography","MulHasMultiMedia"
387,"Audit Table","ebibliography","MulMultiMediaRef_tab"
388,"Audit Table","ebibliography","NotNotes"
389,"Audit Table","ebibliography","NteAttributedToRef_nesttab"
390,"Audit Table","ebibliography","NteDate0"
391,"Audit Table","ebibliography","NteText0"
392,"Audit Table","ebibliography","NteType_tab"
393,"Audit Table","ebibliography","OthAbbreviatedTitle"
394,"Audit Table","ebibliography","OthAuthorsEtAl"
395,"Audit Table","ebibliography","OthAuthorsLocal_tab"
396,"Audit Table","ebibliography","OthAuthorsRef_tab"
397,"Audit Table","ebibliography","OthAuthorsRefLocal0"
398,"Audit Table","ebibliography","OthFilled"
399,"Audit Table","ebibliography","OthPages"
400,"Audit Table","ebibliography","OthParentRef"
401,"Audit Table","ebibliography","OthPublicationLanguage"
402,"Audit Table","ebibliography","OthRole_tab"
403,"Audit Table","ebibliography","OthSourceRef"
404,"Audit Table","ebibliography","OthSourceRefLocal"
405,"Audit Table","ebibliography","OthTitle"
406,"Audit Table","ebibliography","PagDate0"
407,"Audit Table","ebibliography","PagFascicle_tab"
408,"Audit Table","ebibliography","PagPagination_tab"
409,"Audit Table","ebibliography","PagVolume_tab"
410,"Audit Table","ebibliography","PamFilled"
411,"Audit Table","ebibliography","PubFilled"
412,"Audit Table","ebibliography","SecCanDelete_tab"
413,"Audit Table","ebibliography","SecCanDisplay_tab"
414,"Audit Table","ebibliography","SecCanEdit_tab"
415,"Audit Table","ebibliography","SecDepartment_tab"
416,"Audit Table","ebibliography","SummaryData"
417,"Audit Table","ebibliography","TheAuthorsLocal"
418,"Audit Table","ebibliography","TheAuthorsRef"
419,"Audit Table","ebibliography","TheAuthorsRefLocal"
420,"Audit Table","ebibliography","TheFilled"
421,"Audit Table","ebibliography","TheOrganisationLocal"
422,"Audit Table","ebibliography","TheOrganisationRef"
423,"Audit Table","ebibliography","TheOrganisationRefLocal"
424,"Audit Table","ebibliography","ThePages"
425,"Audit Table","ebibliography","ThePublicationDate"
426,"Audit Table","ebibliography","ThePublicationLanguage"
427,"Audit Table","ebibliography","TheThesisType"
428,"Audit Table","ebibliography","TheTitle"
429,"Audit Table","ebibliography","VolFilled"
430,"Audit Table","ebibliography","VPPFilled"
431,"Audit Table","ebibliography","WebAbbreviatedTitle"
432,"Audit Table","ebibliography","WebAuthorsLocal_tab"
433,"Audit Table","ebibliography","WebAuthorsRef_tab"
434,"Audit Table","ebibliography","WebAuthorsRefLocal0"
435,"Audit Table","ebibliography","WebFilled"
436,"Audit Table","ebibliography","WebIdentifier"
437,"Audit Table","ebibliography","WebLastAccessDate"
438,"Audit Table","ebibliography","WebParentRef"
439,"Audit Table","ebibliography","WebPublicationDate"
440,"Audit Table","ebibliography","WebPublicationLanguage"
441,"Audit Table","ebibliography","WebPublishedByLocal"
442,"Audit Table","ebibliography","WebPublishedByRef"
443,"Audit Table","ebibliography","WebPublishedByRefLocal"
444,"Audit Table","ebibliography","WebReference"
445,"Audit Table","ebibliography","WebReferenceType"
446,"Audit Table","ebibliography","WebRefType_tab"
447,"Audit Table","ebibliography","WebRefValue_tab"
448,"Audit Table","ebibliography","WebRole_tab"
449,"Audit Table","ebibliography","WebSourceRef"
450,"Audit Table","ebibliography","WebSourceRefLocal"
451,"Audit Table","ebibliography","WebTitle"
452,"Audit Table","ebibliography","WpgFilled"
453,"Audit Table","ebibliography",""
454,"Audit Table","ecatalogue","AdmDateInserted"
455,"Audit Table","ecatalogue","AdmDateModified"
456,"Audit Table","ecatalogue","AdmGUIDIsPreferred_tab"
457,"Audit Table","ecatalogue","AdmGUIDPreferredType"
458,"Audit Table","ecatalogue","AdmGUIDPreferredValue"
459,"Audit Table","ecatalogue","AdmGUIDType_tab"
460,"Audit Table","ecatalogue","AdmGUIDValue_tab"
461,"Audit Table","ecatalogue","AdmImportIdentifier"
462,"Audit Table","ecatalogue","AdmInsertedBy"
463,"Audit Table","ecatalogue","AdmModifiedBy"
464,"Audit Table","ecatalogue","AdmOriginalData"
465,"Audit Table","ecatalogue","AdmPublishWebNoPassword"
466,"Audit Table","ecatalogue","AdmPublishWebNoPasswordFlag"
467,"Audit Table","ecatalogue","AdmPublishWebPassword"
468,"Audit Table","ecatalogue","AdmPublishWebPasswordFlag"
469,"Audit Table","ecatalogue","AdmSystemIdentifier"
470,"Audit Table","ecatalogue","AdmTimeInserted"
471,"Audit Table","ecatalogue","AdmTimeModified"
472,"Audit Table","ecatalogue","AdmWebCategories"
473,"Audit Table","ecatalogue","AdmWebMetadata"
474,"Audit Table","ecatalogue","AnaAnalysisNo_tab"
475,"Audit Table","ecatalogue","AnaDateWhen0"
476,"Audit Table","ecatalogue","AnaEndDate0"
477,"Audit Table","ecatalogue","AnaInvolvedPartiesRef_nesttab"
478,"Audit Table","ecatalogue","AnaMakeResultsAvailable_tab"
479,"Audit Table","ecatalogue","AnaMethod_tab"
480,"Audit Table","ecatalogue","AnaNotes_nesttab"
481,"Audit Table","ecatalogue","AnaProposal_tab"
482,"Audit Table","ecatalogue","AnaProposalNotesText0"
483,"Audit Table","ecatalogue","AnaRelatedLoanLocal_tab"
484,"Audit Table","ecatalogue","AnaRelatedLoanRef_tab"
485,"Audit Table","ecatalogue","AnaRelatedLoanRefLocal0"
486,"Audit Table","ecatalogue","AnaResults_tab"
487,"Audit Table","ecatalogue","AnaRole_nesttab"
488,"Audit Table","ecatalogue","AnaStartDate0"
489,"Audit Table","ecatalogue","AttBiblioRef_tab"
490,"Audit Table","ecatalogue","AttPeriod_tab"
491,"Audit Table","ecatalogue","AttPreferred_tab"
492,"Audit Table","ecatalogue","BibBibliographyRef_tab"
493,"Audit Table","ecatalogue","CatAccessionLotRef"
494,"Audit Table","ecatalogue","CatAccessionLotRefLocal"
495,"Audit Table","ecatalogue","CatAccessionNumberLocal"
496,"Audit Table","ecatalogue","CatAccessionYearLocal"
497,"Audit Table","ecatalogue","CatAnthroBarcode"
498,"Audit Table","ecatalogue","CatAnthroBarcodePrinted"
499,"Audit Table","ecatalogue","CatAnthroCatalogNumber"
500,"Audit Table","ecatalogue","CatCatalog"
501,"Audit Table","ecatalogue","CatCatalogNo1"
502,"Audit Table","ecatalogue","CatCatalogNo1Copy"
503,"Audit Table","ecatalogue","CatCatalogNo2"
504,"Audit Table","ecatalogue","CatCatalogNo2Copy"
505,"Audit Table","ecatalogue","CatCatalogNo3"
506,"Audit Table","ecatalogue","CatCatalogSubset"
507,"Audit Table","ecatalogue","CatCatalogueNo"
508,"Audit Table","ecatalogue","CatCheckedByRef"
509,"Audit Table","ecatalogue","CatControlNumber"
510,"Audit Table","ecatalogue","CatCreditLineLocal"
511,"Audit Table","ecatalogue","CatDateChecked"
512,"Audit Table","ecatalogue","CatDateRecorded"
513,"Audit Table","ecatalogue","CatDepartment"
514,"Audit Table","ecatalogue","CatHFMNHNo"
515,"Audit Table","ecatalogue","CatItemsCat"
516,"Audit Table","ecatalogue","CatItemsInv"
517,"Audit Table","ecatalogue","CatItemsSub"
518,"Audit Table","ecatalogue","CatLegalStatus"
519,"Audit Table","ecatalogue","CatMammalsCatalogNo"
520,"Audit Table","ecatalogue","CatMammalsOtherNo_tab"
521,"Audit Table","ecatalogue","CatMammalsOtherNoSource_tab"
522,"Audit Table","ecatalogue","CatMammalsProject_tab"
523,"Audit Table","ecatalogue","CatMuseum"
524,"Audit Table","ecatalogue","CatNegativeNumber_tab"
