eluts_key,Name,Value000,Value010
1350,"Audit Table","ecatalogue","RelIsParent"
1351,"Audit Table","ecatalogue","RelNotes"
1352,"Audit Table","ecatalogue","RelObjectsRef_tab"
1353,"Audit Table","ecatalogue","RelParentObjectRef"
1354,"Audit Table","ecatalogue","RelRelationship_tab"
1355,"Audit Table","ecatalogue","RigRightsLocal_tab"
1356,"Audit Table","ecatalogue","RigRightsRef_tab"
1357,"Audit Table","ecatalogue","RigRightsRefLocal0"
1358,"Audit Table","ecatalogue","SecCanDelete_tab"
1359,"Audit Table","ecatalogue","SecCanDisplay_tab"
1360,"Audit Table","ecatalogue","SecCanEdit_tab"
1361,"Audit Table","ecatalogue","SecDepartment_tab"
1362,"Audit Table","ecatalogue","SecRecordStatus"
1363,"Audit Table","ecatalogue","SecWebImportance"
1364,"Audit Table","ecatalogue","SliHCount_tab"
1365,"Audit Table","ecatalogue","SliHPrepByLocal_tab"
1366,"Audit Table","ecatalogue","SliHPrepByRef_tab"
1367,"Audit Table","ecatalogue","SliHPrepByRefLocal0"
1368,"Audit Table","ecatalogue","SliHPrepDate0"
1369,"Audit Table","ecatalogue","SliHPrepNotes0"
1370,"Audit Table","ecatalogue","SliHSlideNo_tab"
1371,"Audit Table","ecatalogue","SliHStain_tab"
1372,"Audit Table","ecatalogue","SliHTotal"
1373,"Audit Table","ecatalogue","SliSizeMM_tab"
1374,"Audit Table","ecatalogue","SpeHCarapace"
1375,"Audit Table","ecatalogue","SpeHClearedStained"
1376,"Audit Table","ecatalogue","SpeHDried"
1377,"Audit Table","ecatalogue","SpeHDry"
1378,"Audit Table","ecatalogue","SpeHLarvae"
1379,"Audit Table","ecatalogue","SpeHReceivedAs"
1380,"Audit Table","ecatalogue","SpeHShell"
1381,"Audit Table","ecatalogue","SpeHSlide"
1382,"Audit Table","ecatalogue","SpeHStomach"
1383,"Audit Table","ecatalogue","SpeHTotal"
1384,"Audit Table","ecatalogue","SpeHWet"
1385,"Audit Table","ecatalogue","SpeOCatalogNo"
1386,"Audit Table","ecatalogue","SpeOIndicatorPartial"
1387,"Audit Table","ecatalogue","SpeOPrepHead"
1388,"Audit Table","ecatalogue","SpeOPrepSkinF"
1389,"Audit Table","ecatalogue","SpeOPrepSkinR"
1390,"Audit Table","ecatalogue","SpeOPrepTrachea"
1391,"Audit Table","ecatalogue","SpeOPrepWing"
1392,"Audit Table","ecatalogue","SpeOTissueAvailable"
1393,"Audit Table","ecatalogue","SummaryData"
1394,"Audit Table","ecatalogue","TasCommencementDate0"
1395,"Audit Table","ecatalogue","TasCommenceNotifyRef_nesttab"
1396,"Audit Table","ecatalogue","TasCompleted_tab"
1397,"Audit Table","ecatalogue","TasCompletionDate0"
1398,"Audit Table","ecatalogue","TasCompletionNotifyRef_nesttab"
1399,"Audit Table","ecatalogue","TasDependOnPosition_tab"
1400,"Audit Table","ecatalogue","TasDescription_tab"
1401,"Audit Table","ecatalogue","TasEndNotifyDate0"
1402,"Audit Table","ecatalogue","TasPersonAssignedToRef_nesttab"
1403,"Audit Table","ecatalogue","TasResults_tab"
1404,"Audit Table","ecatalogue","TasStartNotifyDate0"
1405,"Audit Table","ecatalogue","TasTaskAssignerRef_tab"
1406,"Audit Table","ecatalogue","TasTimeTakenOnTask_tab"
1407,"Audit Table","ecatalogue","TaxTaxonomyRef_tab"
1408,"Audit Table","ecatalogue","TisCollectionNotes_tab"
1409,"Audit Table","ecatalogue","TisCurrentStorageMed_tab"
1410,"Audit Table","ecatalogue","TisDateTissuePrepared0"
1411,"Audit Table","ecatalogue","TisDnaAvailable_tab"
1412,"Audit Table","ecatalogue","TisFieldPreservation_tab"
1413,"Audit Table","ecatalogue","TisInitStorageMedium_tab"
1414,"Audit Table","ecatalogue","TisLocationNotes_tab"
1415,"Audit Table","ecatalogue","TisLocus_tab"
1416,"Audit Table","ecatalogue","TisMammalsTissueType_tab"
1417,"Audit Table","ecatalogue","TisPreparedByDataLocal_tab"
1418,"Audit Table","ecatalogue","TisPreparedByRef_tab"
1419,"Audit Table","ecatalogue","TisPreparedByRefLocal0"
1420,"Audit Table","ecatalogue","TisRepository_tab"
1421,"Audit Table","ecatalogue","TisStorageLocation_tab"
1422,"Audit Table","ecatalogue","TisTissueNumber_tab"
1423,"Audit Table","ecatalogue","TisTissueRemarks_tab"
1424,"Audit Table","ecatalogue","TisTissueType_tab"
1425,"Audit Table","ecatalogue","TisTissueUsedUp_tab"
1426,"Audit Table","ecatalogue","TisTubeNumber_tab"
1427,"Audit Table","ecatalogue","TypAdditionalLabelData"
1428,"Audit Table","ecatalogue","TypDateVerified"
1429,"Audit Table","ecatalogue","TypICBNType"
1430,"Audit Table","ecatalogue","TypInformalType"
1431,"Audit Table","ecatalogue","TypPrimaryTypeReferenceRef"
1432,"Audit Table","ecatalogue","TypTypeNotes"
1433,"Audit Table","ecatalogue","TypVerifiedByRef_tab"
1434,"Audit Table","ecatalogue","UpdRelAction"
1435,"Audit Table","ecatalogue","ValDateValued"
1436,"Audit Table","ecatalogue","ValReasonForValuation"
1437,"Audit Table","ecatalogue","ValValuationAmount"
1438,"Audit Table","ecatalogue","ValValuationCost"
1439,"Audit Table","ecatalogue","ValValuationNotes"
1440,"Audit Table","ecatalogue","ValValuationPeriod"
1441,"Audit Table","ecatalogue","ValValuationPeriodType"
1442,"Audit Table","ecatalogue","ValValuedByRef"
1443,"Audit Table","ecatalogue","VerCapturedByRef"
1444,"Audit Table","ecatalogue","VerEntryNotes"
1445,"Audit Table","ecatalogue","VerVerbatimLabel"
1446,"Audit Table","ecatalogue","VouExsiccataNumber"
1447,"Audit Table","ecatalogue","VouExsiccataReferenceRef"
1448,"Audit Table","ecatalogue","VouExsiccataTitle"
1449,"Audit Table","ecatalogue","VouRemarks_tab"
1450,"Audit Table","ecatalogue","VouType_tab"
1451,"Audit Table","ecatalogue","XraCountXrayed_tab"
1452,"Audit Table","ecatalogue","XraDateXrayed0"
1453,"Audit Table","ecatalogue","XraExposureNotes_tab"
1454,"Audit Table","ecatalogue","XraExposureTime_tab"
1455,"Audit Table","ecatalogue","XraFilmType_tab"
1456,"Audit Table","ecatalogue","XraKv_tab"
1457,"Audit Table","ecatalogue","XraMa_tab"
1458,"Audit Table","ecatalogue","XraSpecimensXrayed_tab"
1459,"Audit Table","ecatalogue","XraView_tab"
1460,"Audit Table","ecatalogue","XraXrayNumber_tab"
1461,"Audit Table","ecatalogue","XraXrayPreparedByDataLocal_tab"
1462,"Audit Table","ecatalogue","XraXrayPreparedByRef_tab"
1463,"Audit Table","ecatalogue","XraXrayPreparedByRefLocal0"
1464,"Audit Table","ecatalogue","XraXrayRemarks_tab"
1465,"Audit Table","ecatalogue","XraXraySystem_tab"
1466,"Audit Table","ecatalogue","ZooBirth"
1467,"Audit Table","ecatalogue","ZooComments"
1468,"Audit Table","ecatalogue","ZooDam"
1469,"Audit Table","ecatalogue","ZooDeath"
1470,"Audit Table","ecatalogue","ZooFounder"
1471,"Audit Table","ecatalogue","ZooHouseName"
1472,"Audit Table","ecatalogue","ZooIsisNo"
1473,"Audit Table","ecatalogue","ZooNecropsyNo"
1474,"Audit Table","ecatalogue","ZooSire"
1475,"Audit Table","ecatalogue","ZooStudBook"
1476,"Audit Table","ecatalogue","ZooTissue"
1477,"Audit Table","ecatalogue","ZooZooLocal"
1478,"Audit Table","ecatalogue","ZooZooRef"
1479,"Audit Table","ecatalogue","ZooZooRefLocal"
1480,"Audit Table","ecatalogue",""
1481,"Audit Table","ecollectionevents","AdmDateInserted"
1482,"Audit Table","ecollectionevents","AdmDateModified"
1483,"Audit Table","ecollectionevents","AdmImportIdentifier"
1484,"Audit Table","ecollectionevents","AdmInsertedBy"
1485,"Audit Table","ecollectionevents","AdmModifiedBy"
1486,"Audit Table","ecollectionevents","AdmOriginalData"
1487,"Audit Table","ecollectionevents","AdmPublishWebNoPassword"
1488,"Audit Table","ecollectionevents","AdmPublishWebNoPasswordFlag"
1489,"Audit Table","ecollectionevents","AdmPublishWebPassword"
1490,"Audit Table","ecollectionevents","AdmPublishWebPasswordFlag"
1491,"Audit Table","ecollectionevents","AdmSystemIdentifier"
1492,"Audit Table","ecollectionevents","AdmTimeInserted"
1493,"Audit Table","ecollectionevents","AdmTimeModified"
1494,"Audit Table","ecollectionevents","AdmWebMetadata"
1495,"Audit Table","ecollectionevents","AquAirTemperatureCel"
1496,"Audit Table","ecollectionevents","AquAirTemperatureFa"
1497,"Audit Table","ecollectionevents","AquAirTemperatureOrig"
1498,"Audit Table","ecollectionevents","AquBottomDepthDetermination"
1499,"Audit Table","ecollectionevents","AquBottomDepthFromFath"
1500,"Audit Table","ecollectionevents","AquBottomDepthFromFt"
1501,"Audit Table","ecollectionevents","AquBottomDepthFromMet"
1502,"Audit Table","ecollectionevents","AquBottomDepthFromOrig"
1503,"Audit Table","ecollectionevents","AquBottomDepthToFath"
1504,"Audit Table","ecollectionevents","AquBottomDepthToFt"
1505,"Audit Table","ecollectionevents","AquBottomDepthToMet"
1506,"Audit Table","ecollectionevents","AquBottomDepthToOrig"
1507,"Audit Table","ecollectionevents","AquConductivity"
1508,"Audit Table","ecollectionevents","AquCruiseNumber"
1509,"Audit Table","ecollectionevents","AquCurrent"
1510,"Audit Table","ecollectionevents","AquDepthDetermination"
1511,"Audit Table","ecollectionevents","AquDepthFromFath"
1512,"Audit Table","ecollectionevents","AquDepthFromFt"
1513,"Audit Table","ecollectionevents","AquDepthFromMet"
1514,"Audit Table","ecollectionevents","AquDepthFromOrig"
1515,"Audit Table","ecollectionevents","AquDepthToFath"
1516,"Audit Table","ecollectionevents","AquDepthToFt"
1517,"Audit Table","ecollectionevents","AquDepthToMet"
1518,"Audit Table","ecollectionevents","AquDepthToOrig"
1519,"Audit Table","ecollectionevents","AquDissolvedOxygen"
1520,"Audit Table","ecollectionevents","AquDistanceFromShoreFeet"
1521,"Audit Table","ecollectionevents","AquDistanceFromShoreMet"
1522,"Audit Table","ecollectionevents","AquDistanceFromShoreOrig"
1523,"Audit Table","ecollectionevents","AquMeshSize"
1524,"Audit Table","ecollectionevents","AqupHLevel"
1525,"Audit Table","ecollectionevents","AquSalinity"
1526,"Audit Table","ecollectionevents","AquStreamWidthFeet"
1527,"Audit Table","ecollectionevents","AquStreamWidthMet"
1528,"Audit Table","ecollectionevents","AquStreamWidthOrig"
1529,"Audit Table","ecollectionevents","AquTemperatureCel"
1530,"Audit Table","ecollectionevents","AquTemperatureFar"
1531,"Audit Table","ecollectionevents","AquTemperatureOrig"
1532,"Audit Table","ecollectionevents","AquTide"
1533,"Audit Table","ecollectionevents","AquVesselName"
1534,"Audit Table","ecollectionevents","AquVesselType"
1535,"Audit Table","ecollectionevents","AquWaterClarity"
1536,"Audit Table","ecollectionevents","ColBibliographicRef_tab"
1537,"Audit Table","ecollectionevents","ColBordenLowerLocal"
1538,"Audit Table","ecollectionevents","ColBordenNumberLocal"
1539,"Audit Table","ecollectionevents","ColBordenSequenceLocal"
1540,"Audit Table","ecollectionevents","ColBordenUpperLocal"
1541,"Audit Table","ecollectionevents","ColCollectionEventCode"
1542,"Audit Table","ecollectionevents","ColCollectionMethod"
1543,"Audit Table","ecollectionevents","ColCollectionType"
1544,"Audit Table","ecollectionevents","ColContractDescription_tab"
1545,"Audit Table","ecollectionevents","ColContractNumber_tab"
1546,"Audit Table","ecollectionevents","ColDateVisitedFrom"
1547,"Audit Table","ecollectionevents","ColDateVisitedTo"
1548,"Audit Table","ecollectionevents","ColOtherNumbers_tab"
1549,"Audit Table","ecollectionevents","ColOtherNumbersDescription_tab"
1550,"Audit Table","ecollectionevents","ColParticipantBriefName_tab"
1551,"Audit Table","ecollectionevents","ColParticipantCitedName_tab"
1552,"Audit Table","ecollectionevents","ColParticipantFullName_tab"
1553,"Audit Table","ecollectionevents","ColParticipantLocal_tab"
1554,"Audit Table","ecollectionevents","ColParticipantRef_tab"
1555,"Audit Table","ecollectionevents","ColParticipantRefLocal0"
1556,"Audit Table","ecollectionevents","ColParticipantRole_tab"
1557,"Audit Table","ecollectionevents","ColParticipantString"
1558,"Audit Table","ecollectionevents","ColPermitDescription_tab"
1559,"Audit Table","ecollectionevents","ColPermitIssuerRef_tab"
1560,"Audit Table","ecollectionevents","ColPermitNumber_tab"
1561,"Audit Table","ecollectionevents","ColPrimaryParticipantBriefName"
1562,"Audit Table","ecollectionevents","ColPrimaryParticipantFullName"
1563,"Audit Table","ecollectionevents","ColPrimaryParticipantLocal"
1564,"Audit Table","ecollectionevents","ColPrimaryParticipantRef"
1565,"Audit Table","ecollectionevents","ColPrimaryParticipantRefLocal"
1566,"Audit Table","ecollectionevents","ColSiteLocal"
1567,"Audit Table","ecollectionevents","ColSiteLocalName"
1568,"Audit Table","ecollectionevents","ColSiteLocalNumber"
1569,"Audit Table","ecollectionevents","ColSiteRef"
1570,"Audit Table","ecollectionevents","ColSiteRefLocal"
1571,"Audit Table","ecollectionevents","ColSiteVisitNumber"
1572,"Audit Table","ecollectionevents","ColSiteVisitNumbers_tab"
1573,"Audit Table","ecollectionevents","ColTimeVisitedFrom"
1574,"Audit Table","ecollectionevents","ColTimeVisitedTo"
1575,"Audit Table","ecollectionevents","ExcCode_tab"
1576,"Audit Table","ecollectionevents","ExcDescription0"
1577,"Audit Table","ecollectionevents","ExcEndDate0"
1578,"Audit Table","ecollectionevents","ExcLevel_tab"
1579,"Audit Table","ecollectionevents","ExcMethod_tab"
1580,"Audit Table","ecollectionevents","ExcReferenceRef_tab"
1581,"Audit Table","ecollectionevents","ExcStartDate0"
1582,"Audit Table","ecollectionevents","ExcType_tab"
1583,"Audit Table","ecollectionevents","ExcVerbatimSiteName_tab"
1584,"Audit Table","ecollectionevents","ExpAims"
1585,"Audit Table","ecollectionevents","ExpAssociatedEntitiesRef_tab"
1586,"Audit Table","ecollectionevents","ExpAssociatedEntitiesRole_tab"
1587,"Audit Table","ecollectionevents","ExpCompletionDate"
1588,"Audit Table","ecollectionevents","ExpExpeditionName"
1589,"Audit Table","ecollectionevents","ExpMembersRef_tab"
1590,"Audit Table","ecollectionevents","ExpMembersRole_tab"
1591,"Audit Table","ecollectionevents","ExpStartDate"
1592,"Audit Table","ecollectionevents","ExtendedData"
1593,"Audit Table","ecollectionevents","HabBottomDescription"
1594,"Audit Table","ecollectionevents","HabEcologicalZone"
1595,"Audit Table","ecollectionevents","HabHabitat"
1596,"Audit Table","ecollectionevents","HabMicroHabitat"
1597,"Audit Table","ecollectionevents","HabSiteCondition"
1598,"Audit Table","ecollectionevents","HabSubstrateType_tab"
1599,"Audit Table","ecollectionevents","HabTopography"
1600,"Audit Table","ecollectionevents","HabVegetation"
1601,"Audit Table","ecollectionevents","irn"
1602,"Audit Table","ecollectionevents","LocContinentLocal_tab"
1603,"Audit Table","ecollectionevents","LocCountryLocal_tab"
1604,"Audit Table","ecollectionevents","LocDistrictLocal_tab"
1605,"Audit Table","ecollectionevents","LocIslandNameLocal"
1606,"Audit Table","ecollectionevents","LocNearestNamedPlaceLocal_tab"
1607,"Audit Table","ecollectionevents","LocOceanLocal_tab"
1608,"Audit Table","ecollectionevents","LocPreciseLocationLocal"
1609,"Audit Table","ecollectionevents","LocProvinceLocal_tab"
1610,"Audit Table","ecollectionevents","LocTownshipLocal_tab"
1611,"Audit Table","ecollectionevents","MapASLQualifierLocal"
1612,"Audit Table","ecollectionevents","MulHasMultiMedia"
1613,"Audit Table","ecollectionevents","MulMultiMediaRef_tab"
1614,"Audit Table","ecollectionevents","NotNotes"
1615,"Audit Table","ecollectionevents","NteAttributedToRef_nesttab"
1616,"Audit Table","ecollectionevents","NteBibliographyRef_nesttab"
1617,"Audit Table","ecollectionevents","NteDate0"
1618,"Audit Table","ecollectionevents","NteText0"
1619,"Audit Table","ecollectionevents","NteType_tab"
1620,"Audit Table","ecollectionevents","SecCanDelete_tab"
1621,"Audit Table","ecollectionevents","SecCanDisplay_tab"
1622,"Audit Table","ecollectionevents","SecCanEdit_tab"
1623,"Audit Table","ecollectionevents","SecDepartment_tab"
1624,"Audit Table","ecollectionevents","SecRecordStatus"
1625,"Audit Table","ecollectionevents","SigHowSighted"
1626,"Audit Table","ecollectionevents","SigSightedByRef_tab"
1627,"Audit Table","ecollectionevents","SigVerbatimDateTime"
1628,"Audit Table","ecollectionevents","SummaryData"
1629,"Audit Table","ecollectionevents","TerBiblioRef_tab"
1630,"Audit Table","ecollectionevents","TerDatumLevel_tab"
1631,"Audit Table","ecollectionevents","TerDepthBelowSurface_tab"
1632,"Audit Table","ecollectionevents","TerElevationASLFromFt"
1633,"Audit Table","ecollectionevents","TerElevationASLFromOrig"
1634,"Audit Table","ecollectionevents","TerElevationASLToFt"
1635,"Audit Table","ecollectionevents","TerElevationASLToOrig"
1636,"Audit Table","ecollectionevents","TerPhLevel"
1637,"Audit Table","ecollectionevents","TerPreferred_tab"
1638,"Audit Table","ecollectionevents","TerRemarks0"
1639,"Audit Table","ecollectionevents","TerUnits_tab"
1640,"Audit Table","ecollectionevents",""
1641,"Audit Table","econdition","AdmDateInserted"
1642,"Audit Table","econdition","AdmDateModified"
1643,"Audit Table","econdition","AdmInsertedBy"
1644,"Audit Table","econdition","AdmModifiedBy"
1645,"Audit Table","econdition","AdmPublishWebNoPassword"
1646,"Audit Table","econdition","AdmPublishWebNoPasswordFlag"
1647,"Audit Table","econdition","AdmPublishWebPassword"
1648,"Audit Table","econdition","AdmPublishWebPasswordFlag"
1649,"Audit Table","econdition","AdmTimeInserted"
1650,"Audit Table","econdition","AdmTimeModified"
1651,"Audit Table","econdition","AdmWebMetadata"
1652,"Audit Table","econdition","Con1Assessment"
1653,"Audit Table","econdition","Con1AssessmentByRef"
1654,"Audit Table","econdition","Con1TreatmentCode"
1655,"Audit Table","econdition","Con1TreatmentType"
1656,"Audit Table","econdition","ConCatalogueLocal"
1657,"Audit Table","econdition","ConCatalogueRef"
1658,"Audit Table","econdition","ConCatalogueRefLocal"
1659,"Audit Table","econdition","ConCheckedByLocal"
1660,"Audit Table","econdition","ConCheckedByRef"
1661,"Audit Table","econdition","ConCheckedByRefLocal"
1662,"Audit Table","econdition","ConConditionDetails"
1663,"Audit Table","econdition","ConConditionStatus"
1664,"Audit Table","econdition","ConDateChecked"
1665,"Audit Table","econdition","ConDateCheckedConservator"
1666,"Audit Table","econdition","ConHandlingInstructions"
1667,"Audit Table","econdition","irn"
1668,"Audit Table","econdition","SecCanDelete_tab"
1669,"Audit Table","econdition","SecCanDisplay_tab"
1670,"Audit Table","econdition","SecCanEdit_tab"
1671,"Audit Table","econdition","SummaryData"
1672,"Audit Table","econdition",""
1673,"Audit Table","econservation","AdmDateInserted"
1674,"Audit Table","econservation","AdmDateModified"
1675,"Audit Table","econservation","AdmImportIdentifier"
1676,"Audit Table","econservation","AdmInsertedBy"
1677,"Audit Table","econservation","AdmModifiedBy"
1678,"Audit Table","econservation","AdmOriginalData"
1679,"Audit Table","econservation","AdmPublishWebNoPassword"
1680,"Audit Table","econservation","AdmPublishWebNoPasswordFlag"
1681,"Audit Table","econservation","AdmPublishWebPassword"
1682,"Audit Table","econservation","AdmPublishWebPasswordFlag"
1683,"Audit Table","econservation","AdmSystemIdentifier"
1684,"Audit Table","econservation","AdmTimeInserted"
1685,"Audit Table","econservation","AdmTimeModified"
1686,"Audit Table","econservation","AnaAnalysis_tab"
1687,"Audit Table","econservation","AnaDate0"
1688,"Audit Table","econservation","AnaHazardous_tab"
1689,"Audit Table","econservation","AnaInvestigatorRef_tab"
1690,"Audit Table","econservation","AnaMethod_tab"
1691,"Audit Table","econservation","AnaPositiveNegative_tab"
1692,"Audit Table","econservation","AnaResult0"
1693,"Audit Table","econservation","ConConditionBeforeTreatment"
1694,"Audit Table","econservation","DesComment_tab"
1695,"Audit Table","econservation","DesDetailedDescription"
1696,"Audit Table","econservation","DesKind_tab"
1697,"Audit Table","econservation","DesMaterials_tab"
1698,"Audit Table","econservation","DesPart_tab"
1699,"Audit Table","econservation","DesUnit_tab"
1700,"Audit Table","econservation","DesValue_tab"
1701,"Audit Table","econservation","ExtendedData"
1702,"Audit Table","econservation","InfArtlabConservator"
1703,"Audit Table","econservation","InfAssociatedEventRef"
1704,"Audit Table","econservation","InfAssociatedLoanEventRefLocal"
1705,"Audit Table","econservation","InfAssociatedLoanRef"
1706,"Audit Table","econservation","InfAssociatedLoanRefLocal"
1707,"Audit Table","econservation","InfConservatorLocal_tab"
1708,"Audit Table","econservation","InfConservatorRef_tab"
1709,"Audit Table","econservation","InfConservatorRefLocal0"
1710,"Audit Table","econservation","InfConservatorSectionLocal_tab"
1711,"Audit Table","econservation","InfOtherReason"
1712,"Audit Table","econservation","InfRecordDate"
1713,"Audit Table","econservation","InfRecordStatus"
1714,"Audit Table","econservation","InfRecordType"
1715,"Audit Table","econservation","InfTransactionRef"
1716,"Audit Table","econservation","irn"
1717,"Audit Table","econservation","MulHasMultiMedia"
1718,"Audit Table","econservation","MulMultiMediaRef_tab"
1719,"Audit Table","econservation","NotNotes"
1720,"Audit Table","econservation","NteAttributedToRef_nesttab"
1721,"Audit Table","econservation","NteBibliographyRef_nesttab"
1722,"Audit Table","econservation","NteDate0"
1723,"Audit Table","econservation","NteText0"
1724,"Audit Table","econservation","NteType_tab"
1725,"Audit Table","econservation","ObjDepartmentLocal"
1726,"Audit Table","econservation","ObjDescriptionLocal"
1727,"Audit Table","econservation","ObjFMNHObjectsConservedRef"
1728,"Audit Table","econservation","ObjFMNHObjectsConservedRefLocal"
1729,"Audit Table","econservation","ObjMvObjectRef"
1730,"Audit Table","econservation","ObjMvObjectRefLocal"
1731,"Audit Table","econservation","ObjMvObjectSummaryDataLocal"
1732,"Audit Table","econservation","ObjObjectIdLocal"
1733,"Audit Table","econservation","ObjObjectNotes_tab"
1734,"Audit Table","econservation","ObjObjectsConservedLocal"
1735,"Audit Table","econservation","ObjObjectsConservedRef_tab"
1736,"Audit Table","econservation","ObjObjectsConservedRef1"
1737,"Audit Table","econservation","ObjObjectsConservedRef2"
1738,"Audit Table","econservation","ObjObjectsConservedRefLocal0"
1739,"Audit Table","econservation","ObjObjectSingleLocalRef"
1740,"Audit Table","econservation","OthMediaDate0"
1741,"Audit Table","econservation","OthMediaDescription0"
1742,"Audit Table","econservation","OthMediaKind_tab"
1743,"Audit Table","econservation","OthMediaLocator_tab"
1744,"Audit Table","econservation","RecEnvironmentalLimits"
1745,"Audit Table","econservation","RecHandlingRequirements"
1746,"Audit Table","econservation","RecMountingRequirements"
1747,"Audit Table","econservation","RecStorageRequirements"
1748,"Audit Table","econservation","RefKind_tab"
1749,"Audit Table","econservation","RefReferenceRef_tab"
1750,"Audit Table","econservation","ReqActualCompletionDate"
1751,"Audit Table","econservation","ReqAssociatedEventRef"
1752,"Audit Table","econservation","ReqAssociatedLoanEventRefLocal"
1753,"Audit Table","econservation","ReqAssociatedLoanRef"
1754,"Audit Table","econservation","ReqAssociatedLoanRefLocal"
1755,"Audit Table","econservation","ReqConservationIdentifier"
1756,"Audit Table","econservation","ReqDateRequested"
1757,"Audit Table","econservation","ReqRequestedByCitedLocal"
1758,"Audit Table","econservation","ReqRequestedByLocal"
1759,"Audit Table","econservation","ReqRequestedByRef"
1760,"Audit Table","econservation","ReqRequestedByRefLocal"
1761,"Audit Table","econservation","SecCanDelete_tab"
1762,"Audit Table","econservation","SecCanDisplay_tab"
1763,"Audit Table","econservation","SecCanEdit_tab"
1764,"Audit Table","econservation","SecDepartment_tab"
1765,"Audit Table","econservation","SummaryData"
1766,"Audit Table","econservation","TasCommencementDate0"
1767,"Audit Table","econservation","TasCompleted_tab"
1768,"Audit Table","econservation","TasCompletionDate0"
1769,"Audit Table","econservation","TasDescription_tab"
1770,"Audit Table","econservation","TasEndNotifyDate0"
1771,"Audit Table","econservation","TasPersonAssignedToRef_nesttab"
1772,"Audit Table","econservation","TasStartNotifyDate0"
1773,"Audit Table","econservation","TraTimeMoved"
1774,"Audit Table","econservation","TraTimeMoved0"
1775,"Audit Table","econservation","TreDateCommenced"
1776,"Audit Table","econservation","TreDateCompleted"
1777,"Audit Table","econservation","TreDetailedTreatment"
1778,"Audit Table","econservation","TreTreatedByRef_tab"
1779,"Audit Table","econservation","TreTreatmentActualHours"
1780,"Audit Table","econservation",""
1781,"Audit Table","edarwin","AdmDateInserted"
1782,"Audit Table","edarwin","AdmDateModified"
1783,"Audit Table","edarwin","AdmInsertedBy"
1784,"Audit Table","edarwin","AdmModifiedBy"
1785,"Audit Table","edarwin","AdmOriginalData"
1786,"Audit Table","edarwin","AdmPublishWebNoPassword"
1787,"Audit Table","edarwin","AdmPublishWebNoPasswordFlag"
1788,"Audit Table","edarwin","AdmPublishWebPassword"
1789,"Audit Table","edarwin","AdmPublishWebPasswordFlag"
1790,"Audit Table","edarwin","AdmTimeInserted"
1791,"Audit Table","edarwin","AdmTimeModified"
1792,"Audit Table","edarwin","AdmWebCategories"
1793,"Audit Table","edarwin","AdmWebMetadata"
1794,"Audit Table","edarwin","CatCatalog"
1795,"Audit Table","edarwin","CatCatalogNo1"
1796,"Audit Table","edarwin","CatCatalogNo2"
1797,"Audit Table","edarwin","CatCatalogSubset"
1798,"Audit Table","edarwin","CatCatalogueNo"
1799,"Audit Table","edarwin","CatCheckedByRef"
1800,"Audit Table","edarwin","CatControlNumber"
1801,"Audit Table","edarwin","CatDateChecked"
1802,"Audit Table","edarwin","CatDateRecorded"
1803,"Audit Table","edarwin","CatDepartment"
1804,"Audit Table","edarwin","CatLegalStatus"
1805,"Audit Table","edarwin","CatMuseum"
1806,"Audit Table","edarwin","CatObjectType"
1807,"Audit Table","edarwin","CatProject_tab"
1808,"Audit Table","edarwin","CatProjectInsects_tab"
1809,"Audit Table","edarwin","CatProjectIz_tab"
1810,"Audit Table","edarwin","CatRecordedByRef"
1811,"Audit Table","edarwin","CatRecordType"
1812,"Audit Table","edarwin","CatTypesPresent"
1813,"Audit Table","edarwin","ColBiogeographyRegionLocal"
1814,"Audit Table","edarwin","ColCollectionEventRef"
1815,"Audit Table","edarwin","ColCollectionEventRefLocal"
1816,"Audit Table","edarwin","ColCollectionNotes"
1817,"Audit Table","edarwin","ColCollectionNumber"
1818,"Audit Table","edarwin","ColCollectorBriefNameLocal_tab"
1819,"Audit Table","edarwin","ColCollectorLocal_tab"
1820,"Audit Table","edarwin","ColCollectorRef_tab"
1821,"Audit Table","edarwin","ColCollectorRefLocal0"
1822,"Audit Table","edarwin","ColContinentLocal_tab"
1823,"Audit Table","edarwin","ColCountryLocal_tab"
1824,"Audit Table","edarwin","ColDateCollected"
1825,"Audit Table","edarwin","ColDistrictCountyShireLocal_tab"
1826,"Audit Table","edarwin","ColEarliestDateCollected"
1827,"Audit Table","edarwin","ColElevationASLFromMtLocal"
1828,"Audit Table","edarwin","ColElevationASLToMtLocal"
1829,"Audit Table","edarwin","ColIslandGroupingLocal"
1830,"Audit Table","edarwin","ColIslandLocal"
1831,"Audit Table","edarwin","ColLatestDateCollected"
1832,"Audit Table","edarwin","ColNearestNamedPlaceLocal"
1833,"Audit Table","edarwin","ColPreciseLocationLocal"
1834,"Audit Table","edarwin","ColProvinceStateTerritoryLocal_tab"
1835,"Audit Table","edarwin","ColSiteLocationLocal"
1836,"Audit Table","edarwin","ColSiteLocationRef"
1837,"Audit Table","edarwin","ColSiteLocationRefLocal"
1838,"Audit Table","edarwin","ColSiteNumber"
1839,"Audit Table","edarwin","ColTownshipLocal_tab"
1840,"Audit Table","edarwin","ConConditionPeriodType"
1841,"Audit Table","edarwin","DarBasisOfRecord"
1842,"Audit Table","edarwin","DarCatalogNumber"
1843,"Audit Table","edarwin","DarClass"
1844,"Audit Table","edarwin","DarCollectionCode"
1845,"Audit Table","edarwin","DarCollector"
